smiles,group,HIA
NC[C@H](O)c1ccc(O)c(O)c1,val,1
N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,val,1
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,val,1
CNC[C@H](O)c1ccc(O)c(O)c1,val,1
COc1cccc(C[C@@H](C)N)c1,val,1
C[C@@H](Cc1ccccc1)NC(=O)[C@H](N)CCCCN,val,1
N=C(N)N/N=C/c1c(Cl)cccc1Cl,val,1
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,val,1
CCN(CC)[C@@H](C)C(=O)c1ccccc1,val,1
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,val,0
Cc1ccccc1,val,1
CC(C)NC[C@H](O)c1ccc(NS(C)(=O)=O)cc1,val,1
CCN(CC)CCNC(=O)c1ccc(N)cc1,val,1
C[C@@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,val,1
CC(C)(C)NC[C@@H](O)c1cc(O)cc(O)c1,val,1
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,val,1
C=CCOc1ccccc1OC[C@H](O)CNC(C)C,val,1
CC(C)NCC(O)c1ccc(O)c(O)c1,val,1
C[C@@H](N)Cc1ccccc1,val,1
CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,val,1
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,val,1
C=CCc1ccccc1OC[C@@H](O)CNC(C)C,val,1
CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,val,0
O=C(O)c1ccccc1O,val,1
Nc1nc(O)c2ncn(COCCO)c2n1,val,0
C[C@@H](Cn1cnc2c(N)ncnc21)OCP(=O)([O-])[O-],val,1
CC(C)[C@H](N)C(=O)OC[C@@H](CO)OCn1cnc2c(O)nc(N)nc21,val,1
CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,val,1
CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(O)nc(N)nc21,val,1
Cn1c(=O)c2c(ncn2CCO)n(C)c1=O,val,1
Cn1cnc2c1c(=O)[nH]c(=O)n2C,val,1
COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)[C@H]1c1cccc([N+](=O)[O-])c1,val,1
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1cccc(Cl)c1Cl,val,1
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,val,1
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)[C@H]1c1ccccc1[N+](=O)[O-],val,1
CN(C)CCO[C@@](C)(c1ccccc1)c1ccccn1,val,1
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,val,1
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,val,1
Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,val,1
CC#Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)[nH]c1=O,val,0
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,val,1
Cc1ccc(O)c([C@@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,val,1
NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,val,1
CN(C)CCOC(c1ccccc1)c1ccccc1,val,1
CCC(=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,val,1
CCN(CC)[C@H](C)CN1c2ccccc2Sc2ccccc21,val,1
COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,val,1
CN(C)CCCN1c2ccccc2Sc2ccccc21,val,1
C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21,val,1
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,val,1
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=N[C@H]1O,val,1
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,val,1
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=N[C@@H]1O,val,1
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,val,1
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,val,1
O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,val,1
CN[C@H](C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1,val,0
NCC[C@@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,val,0
NC[C@@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@@H](O)[C@@H](O)[C@H]1O,val,0
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,val,1
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,val,1
CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,val,1
