smiles,group,FDAMDD
CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,test,1
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,test,1
CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,test,1
CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,test,1
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,test,1
CC(=O)Nc1ccc(/C=N/NC(N)=S)cc1,val,1
CN(C(=O)C(Cl)Cl)c1ccc(O)cc1,val,0
CC[N+](C)(C)c1cccc(O)c1,val,1
CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C,val,0
NC(=O)OCC(COC(N)=O)c1ccccc1,val,0
CCCCCCc1ccc(O)cc1O,val,0
N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,val,1
CNC(C)Cc1ccccc1OC,val,0
CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,val,0
COc1ccc(OC)c(C(O)CNC(=O)CN)c1,val,1
CNNCc1ccc(C(=O)NC(C)C)cc1,val,0
CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,val,1
CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)O)c1I,val,0
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,val,1
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,val,0
CCN(CC)C(C)C(=O)c1ccccc1,val,1
CCOC(=O)CCCCCCCCC(C)c1cccc(I)c1,val,0
CC(C)NCC(O)c1ccc(O)c(O)c1,val,1
NC(Cc1ccccc1)C(=O)O,val,0
C[C@@H](N)[C@@H](O)c1ccccc1,val,0
CN[C@@H](C)[C@@H](O)c1ccccc1,val,0
NC(=S)N=Nc1ccc(NN=C(N)N)cc1,val,1
Nc1ccc(C(=O)O)c(O)c1,val,0
CC(N)Cc1ccccc1,val,1
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,val,0
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,val,0
CC(C)(N)Cc1ccccc1Cl,val,1
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,val,0
CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,val,0
COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,val,0
N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,val,0
COCCc1ccc(OCC(O)CNC(C)C)cc1,val,0
CCOc1ccc(NC(C)=O)cc1,val,0
CC[N+](C)(C)Cc1ccccc1Br,val,0
Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1,val,0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,val,0
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,val,1
CN(C)C(=O)CCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,val,0
CC(N)Cc1ccc(O)cc1,val,0
CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I,val,0
CC(C)COC(=O)c1ccc(N)cc1,val,0
C[C@H](N)[C@H](O)c1cccc(O)c1,val,0
C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,val,0
CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,val,0
NC(=O)NC(=O)Cc1ccccc1,val,0
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,val,0
NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,val,0
CC(C)(N)Cc1ccc(Cl)cc1,val,1
CC(C)(O)CC(C)(O)c1ccc(Cl)cc1,val,0
COC(=O)c1ccc(O)cc1,val,0
NC(N)=NC(N)=NCCc1ccccc1,val,1
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,val,0
CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,val,0
CCCOC(=O)c1ccc(O)cc1,val,0
CCOC(=O)c1ccc(N)cc1,val,1
COc1ccc(OC)c(C(O)C(C)N)c1,val,1
CC(C)NCC(O)COc1ccc(O)cc1,val,1
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,val,1
CCN(CC)S(=O)(=O)c1ccc(C(=O)O)cc1,val,0
CC(=O)Nc1ccc(O)cc1,val,0
OCc1ccccc1,val,0
CC(C)c1cccc(C(C)C)c1O,val,0
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,val,0
CCN(CC)CCNC(=O)c1ccc(N)cc1,val,0
NC(=O)c1cccnc1,val,0
CNCCc1ccccn1,val,1
NNC(=O)c1ccncc1,val,0
O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,val,1
CCCCc1ccc(C(=O)O)nc1,val,0
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,val,0
C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,val,0
CC/C=C(\C)C1(CC)C(=O)NC(=O)NC1=O,val,0
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,val,0
C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,val,0
NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,val,0
Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,val,0
CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl,val,1
Cc1ccccc1C(OCCN(C)C)c1ccccc1,val,0
CN(C)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,val,0
CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,val,0
CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,val,1
CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,val,1
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,val,0
CN1c2ccccc2Sc2ccc(CC(=O)O)cc21,val,0
CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,val,1
CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,val,0
CN(C)CCCN1c2ccccc2Sc2ccccc21,val,0
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,val,1
CCCCCCCCCCCCCCCC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,val,1
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,val,1
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,val,1
CC(=O)OCC(=O)[C@@]1(OC(=O)C(C)C)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,val,1
CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(O)C[C@@]21C,val,1
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,val,1
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,val,1
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,val,1
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,val,1
C#CCN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,val,1
CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,val,1
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)COC(=O)CCC(=O)O)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,val,1
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,val,1
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,val,1
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,val,1
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,val,1
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,val,1
CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,val,1
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,val,0
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,val,1
CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1,val,1
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,val,0
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,val,1
CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,val,1
CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,val,0
CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,val,0
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,val,1
CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,val,1
CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,val,1
